fishery_name,year,month,crc_area,angler_final,total_effort_hrs,n_completed_angler_trips,mean_trip_length,mean_group_size,sd,total_trips_est,pe_period
Stillaguamish salmon and gamefish 2024-25,2024,10,874,bank,751.2163772538563,6,2.3416683333333332,1.6666666666666667,0.7757270353266456,320.8039185397831,week
Stillaguamish salmon and gamefish 2024-25,2024,10,874,boat,46.69791666666667,NA,NA,NA,NA,NA,week
Stillaguamish salmon and gamefish 2024-25,2024,10,876,bank,10684.093890072003,235,2.4460994042553192,1.6425531914893616,1.6110329640692,4367.808549188796,week
Stillaguamish salmon and gamefish 2024-25,2024,10,876,boat,484.1739583333333,3,4.91667,2.3333333333333335,3.025309901481169,98.47599255864911,week
Stillaguamish salmon and gamefish 2024-25,2024,11,872,bank,663.7529483011688,12,2.575,1.6666666666666667,1.2380233920245611,257.7681352625898,week
Stillaguamish salmon and gamefish 2024-25,2024,11,872,boat,0,NA,NA,NA,NA,NA,week
Stillaguamish salmon and gamefish 2024-25,2024,11,874,bank,906.2443859182866,16,2.2083331250000002,1.8125,1.614012844735005,410.3748549794934,week
Stillaguamish salmon and gamefish 2024-25,2024,11,874,boat,0,NA,NA,NA,NA,NA,week
Stillaguamish salmon and gamefish 2024-25,2024,11,876,bank,91.37294570214503,5,1.5,1.6,0.4805941057170801,60.91529713476336,week
Stillaguamish salmon and gamefish 2024-25,2024,11,876,boat,49.91166666666666,NA,NA,NA,NA,NA,week
Stillaguamish salmon and gamefish 2025-26,2025,9,872,bank,1934.3546368907012,41,3.4926834146341466,1.4146341463414633,1.2523480474904127,553.8305100272943,week
Stillaguamish salmon and gamefish 2025-26,2025,9,872,boat,76.22453703703704,2,8.833335,3,0.9428066845594595,8.629191243968108,week
Stillaguamish salmon and gamefish 2025-26,2025,9,876,bank,10660.00215419757,173,3.336031040462428,1.6647398843930636,1.8161116915529791,3195.4145584688326,week
Stillaguamish salmon and gamefish 2025-26,2025,9,876,boat,409.3159837962962,4,3.9375,2,1.9215336756525154,103.95326572604348,week
Stillaguamish salmon and gamefish 2025-26,2025,10,872,bank,1116.1102467472315,33,3.3601009090909093,1.3333333333333333,1.8700166522743917,332.1656929193833,week
Stillaguamish salmon and gamefish 2025-26,2025,10,872,boat,96.12797839506172,3,6.333333333333333,1.3333333333333333,1.5877132402714709,15.178101851851851,week
Stillaguamish salmon and gamefish 2025-26,2025,10,876,bank,18955.89115548713,379,2.861037994722955,1.4722955145118735,1.6268274398584477,6625.5293325185985,week
Stillaguamish salmon and gamefish 2025-26,2025,10,876,boat,664.5248418209876,6,3.780555,1.5,1.690673358076598,175.77441455579606,week
Upper Chehalis salmon 2023,2023,10,315,bank,2280.2702734493223,NA,NA,NA,NA,NA,week
Upper Chehalis salmon 2023,2023,10,315,boat,2066.845169159544,4,3.770835,1.5,2.6997742738298203,548.1133937601471,week
Upper Chehalis salmon 2023,2023,10,317,bank,3492.7433298845544,8,1.6895825,1.625,0.8683116097305489,2067.2227191537286,week
Upper Chehalis salmon 2023,2023,10,317,boat,8496.1580252849,98,5.294047551020408,2.5714285714285716,2.2539332685394644,1604.851098031278,week
Upper Chehalis salmon 2023,2023,11,315,bank,817.5269100251793,3,5.42778,1,6.400746190585907,150.61902104086371,week
Upper Chehalis salmon 2023,2023,11,315,boat,2442.3365776353276,17,3.762745294117647,2.0588235294117645,2.1581038010111957,649.0836840467164,week
Upper Chehalis salmon 2023,2023,11,317,bank,1078.6652729989949,4,3.066665,2,2.6524269948420196,351.7388671403609,week
Upper Chehalis salmon 2023,2023,11,317,boat,7413.244367283951,76,4.516666578947368,2.460526315789474,1.9705630682452515,1641.3087478800892,week
Upper Chehalis salmon 2023,2023,12,315,bank,0.016366169740358604,NA,NA,NA,NA,NA,week
Upper Chehalis salmon 2023,2023,12,315,boat,93.66889245014245,NA,NA,NA,NA,NA,week
Upper Chehalis salmon 2023,2023,12,317,bank,124.11641587915345,NA,NA,NA,NA,NA,week
Upper Chehalis salmon 2023,2023,12,317,boat,520.7327136752137,NA,NA,NA,NA,NA,week
Wallace salmon and gamefish 2022-23,2022,10,860,bank,2768.2771369170096,105,3.217778,1.5809523809523809,1.8962419249396545,860.3070618659863,week
Wallace salmon and gamefish 2022-23,2022,11,860,bank,6605.960811042524,232,3.2146548706896554,1.6293103448275863,1.585071212600736,2054.951799421415,week
Wallace salmon and gamefish 2022-23,2022,12,860,bank,2297.3148137431413,40,2.5783329999999998,1.45,1.4693073506268708,891.0077999013864,week
Wallace salmon and gamefish 2022-23,2023,1,860,bank,2774.66164266118,74,2.538739054054054,1.4594594594594594,1.2622860511787581,1092.929042167759,week
Wallace salmon and gamefish 2022-23,2023,2,860,bank,1156.200115204904,5,2.353332,1,1.3531034739146892,491.3034434601255,week
Wallace salmon and gamefish 2023-24,2023,10,860,bank,7268.005107142856,106,3.0569183018867925,1.6132075471698113,1.6002426062096076,2377.5594861847944,week
Wallace salmon and gamefish 2023-24,2023,11,860,bank,3033.1910357142856,22,2.2939386363636363,1.6818181818181819,0.9194479320574486,1322.263371666522,week
Wallace salmon and gamefish 2024-25,2024,10,860,bank,5753.8043536324785,253,3.2186430434782607,1.7628458498023716,1.890547395359928,1787.6491042680425,week
Wallace salmon and gamefish 2024-25,2024,11,860,bank,2182.6236645299145,71,2.5685447887323942,1.6056338028169015,1.542391904592029,849.7510629772058,week
Cascade fall salmon 2022,2022,9,826,bank,2430.570595813205,4,6.5291675,1.25,3.3852980023662615,372.2634770532698,month
Cascade fall salmon 2022,2022,10,826,bank,2421.557174718196,42,4.689285,1.7619047619047619,1.9878585591992475,516.4022179752769,month
Cascade fall salmon 2022,2022,11,826,bank,2712.0351139794684,27,4.467901851851852,1.8888888888888888,2.1766776399190033,607.0041831503946,month
Cascade fall salmon 2023,2023,9,826,bank,3246.744528769841,18,5.853703888888889,2.0555555555555554,2.2601809973751554,554.6478930942502,month
Cascade fall salmon 2023,2023,10,826,bank,8162.587459286746,43,4.680232093023256,2.13953488372093,1.8409979048325655,1744.0561273562862,month
Cascade fall salmon 2023,2023,11,826,bank,1558.7055116915913,10,2.596666,1.5,1.6266280793865844,600.2718530960822,month
Cascade fall salmon 2024,2024,9,826,bank,2982.3687481231227,6,5.300001666666667,1.6666666666666667,2.3419370472616605,562.710907598417,month
Cascade fall salmon 2024,2024,10,826,bank,7961.63328865696,20,4.8275,2,1.66882483777941,1649.2249173810378,month
Cascade fall salmon 2024,2024,11,826,bank,2049.2691146503644,7,5.033334285714286,2.142857142857143,1.8399126036024749,407.13948216526023,month
Chehalis salmon 2022,2022,9,317,bank,4815.929383386875,24,2.1618045833333333,1.2916666666666667,1.4258019335065875,2227.735763221063,month
Chehalis salmon 2022,2022,9,317,boat,23402.917412367722,220,4.759090681818182,2.109090909090909,1.835495766460152,4917.518697800223,month
Chehalis salmon 2022,2022,10,317,bank,10225.160992791858,39,3.4435905128205127,1.6923076923076923,2.4105147356124985,2969.331270580375,month
Chehalis salmon 2022,2022,10,317,boat,31488.589201058203,479,4.849721670146137,2.325678496868476,2.0036202297062187,6492.865228719271,month
Chehalis salmon 2022,2022,11,317,bank,2865.327217017937,6,1.6055566666666667,1.1666666666666667,1.3576395174223042,1784.631633691702,month
Chehalis salmon 2022,2022,11,317,boat,5298.62891685563,64,5.32994796875,2.078125,1.9379441836607931,994.1239479113124,month
Chehalis salmon 2022,2022,12,317,bank,208.96194828715167,2,2.825,1,0.3181980515339462,73.96883125208909,month
Chehalis salmon 2022,2022,12,317,boat,383.2043474426807,10,3.984998,1.7,1.9008848738697108,96.16174147206115,month
Chehalis salmon 2024,2024,9,315,bank,0,NA,NA,NA,NA,NA,month
Chehalis salmon 2024,2024,9,315,boat,0,NA,NA,NA,NA,NA,month
Chehalis salmon 2024,2024,9,317,bank,2111.795999978989,70,3.354999857142857,1.4428571428571428,2.291521997332646,629.4474187481517,month
Chehalis salmon 2024,2024,9,317,boat,26219.71698967646,284,5.327405985915493,2.1795774647887325,1.9417209044150725,4921.666765963719,month
Chehalis salmon 2024,2024,10,315,bank,1073.481104574999,26,1.9391026923076924,1.5,1.433038569991911,553.5968305512835,month
Chehalis salmon 2024,2024,10,315,boat,265.10974703935915,NA,NA,NA,NA,NA,month
Chehalis salmon 2024,2024,10,317,bank,13454.941027894116,136,2.6683819852941175,1.4485294117647058,2.037093556039828,5042.359415573355,month
Chehalis salmon 2024,2024,10,317,boat,34369.99955702862,308,5.10335512987013,2.301948051948052,1.9423048653535842,6734.784995827493,month
Chehalis salmon 2024,2024,11,315,bank,494.0449136926241,5,3.33,2,1.831795620272633,148.36183594373097,month
Chehalis salmon 2024,2024,11,315,boat,866.1048379629631,24,3.52361,2.3333333333333335,1.8598019772358656,245.8004256892684,month
Chehalis salmon 2024,2024,11,317,bank,4266.708344762661,98,3.4719389795918367,1.336734693877551,2.4331883546234634,1228.9122504290838,month
Chehalis salmon 2024,2024,11,317,boat,12641.235079022988,119,4.650280336134454,2.495798319327731,1.989744127253268,2718.381294305155,month
Chehalis salmon 2024,2024,12,315,bank,619.9776922879761,NA,NA,NA,NA,NA,month
Chehalis salmon 2024,2024,12,315,boat,930.4484990320096,8,4.5729175,2.625,1.093267751739187,203.46933856384018,month
Chehalis salmon 2024,2024,12,317,bank,620.5067415977228,3,0.7000000000000001,1.6666666666666667,0.3464101615137755,886.438202282461,month
Chehalis salmon 2024,2024,12,317,boat,2619.788780965558,33,5.5575754545454545,1.878787878787879,2.0204173875295717,471.39059152545985,month
Chehalis salmon 2025,2025,9,317,bank,4499.146362630927,51,3.1248370588235295,1.392156862745098,2.20942752380004,1439.801909007317,month
Chehalis salmon 2025,2025,9,317,boat,42943.66288013699,315,4.886349333333333,2.092063492063492,2.076473405307402,8788.496267998506,month
Chehalis salmon 2025,2025,10,315,bank,2084.147451982994,49,2.007482857142857,1.6122448979591837,1.2614480426891022,1038.1894144537052,month
Chehalis salmon 2025,2025,10,315,boat,801.8774493721462,11,3.9121227272727275,1.7272727272727273,1.9805322879069198,204.97246770455027,month
Chehalis salmon 2025,2025,10,317,bank,11910.170081720084,81,2.81893024691358,1.4814814814814814,2.0631679961214835,4225.067326430093,month
Chehalis salmon 2025,2025,10,317,boat,32054.827168188735,352,4.873626789772727,2.397727272727273,2.33678879348106,6577.201856214262,month
Chehalis salmon 2025,2025,11,315,bank,1201.135394325023,10,2.078332,1.8,2.534223254511462,577.9323969053179,month
Chehalis salmon 2025,2025,11,315,boat,1972.1497861831378,61,3.930327868852459,2.098360655737705,1.797597784898979,501.77742213627283,month
Chehalis salmon 2025,2025,11,317,bank,2014.5667159348116,45,2.732963333333333,1.2222222222222223,1.7994616244234627,737.1363864870043,month
Chehalis salmon 2025,2025,11,317,boat,8059.4031291585125,113,4.799557610619469,2.353982300884956,2.181934819266441,1679.1970808572714,month
Chehalis salmon 2025,2025,12,315,bank,104.80881005649931,1,3.28333,1,NA,31.921497399438774,month
Chehalis salmon 2025,2025,12,315,boat,300.7101392694064,2,4.066665,2,1.2492243371188378,73.94514651917636,month
Chehalis salmon 2025,2025,12,317,bank,225.97728574240165,1,7.56667,3,NA,29.864826369116354,month
Chehalis salmon 2025,2025,12,317,boat,1291.5255834728564,13,5.476923076923077,1.7692307692307692,1.8060918681478368,235.81225540936984,month
Drano Lake salmon and steelhead 2022,2022,7,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2022,2022,8,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2022,2022,9,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2022,2022,10,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2023,2023,7,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2023,2023,8,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2023,2023,9,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2023,2023,10,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2024,2024,7,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2024,2024,8,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2024,2024,9,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2024,2024,10,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2025,2025,7,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2025,2025,8,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2025,2025,9,618,NA,0,NA,NA,NA,NA,NA,month
Drano Lake salmon and steelhead 2025,2025,10,618,NA,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2023,2023,9,348,bank,316.3093417642028,NA,NA,NA,NA,NA,month
Hoh fall salmon 2023,2023,9,348,boat,342.870686026936,1,7.71667,3,NA,44.432467116895765,month
Hoh fall salmon 2023,2023,9,350,bank,2179.2353146767496,11,4.415151818181818,2.272727272727273,2.766780758328416,493.5810600447642,month
Hoh fall salmon 2023,2023,9,350,boat,1886.7101781705946,18,7.72037,2.6666666666666665,1.0396009202347511,244.3807975745456,month
Hoh fall salmon 2023,2023,10,348,bank,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2023,2023,10,348,boat,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2023,2023,10,350,bank,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2023,2023,10,350,boat,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2025,2025,9,350,bank,545.2727548320518,11,3.7742418181818183,1.8181818181818181,2.242659492882583,144.47213005941637,month
Hoh fall salmon 2025,2025,9,350,boat,2227.036629227053,24,7.474305,2.7916666666666665,1.9675511210263823,297.9590248494078,month
Hoh fall salmon 2025,2025,10,348,bank,114.28303955621062,2,4.033335,1.5,1.3670707532713882,28.33462619797528,month
Hoh fall salmon 2025,2025,10,348,boat,1171.2132789855073,11,5.540909090909091,2.4545454545454546,2.3762290718760877,211.37565330337293,month
Hoh fall salmon 2025,2025,10,350,bank,903.5750556465046,13,3.505129230769231,1.8461538461538463,1.7833128940844039,257.7865168891953,month
Hoh fall salmon 2025,2025,10,350,boat,3720.7273637949543,45,7.17,2.6222222222222222,2.0074215105996505,518.929897321472,month
Hoh fall salmon 2025,2025,11,348,bank,166.00951247730757,5,4.53,2,2.9011809903727137,36.646691496094384,month
Hoh fall salmon 2025,2025,11,348,boat,1372.3341201690819,15,5.5711113333333335,3.1333333333333333,1.4730317539534707,246.3304066386303,month
Hoh fall salmon 2025,2025,11,350,bank,161.64887920486683,4,2.8208325,1.5,1.5342601818330335,57.30538031055259,month
Hoh fall salmon 2025,2025,11,350,boat,123.69534239130434,3,3.82222,2.3333333333333335,0.5891004127481154,32.36217234782517,month
Hoh fall salmon 2025,2025,12,348,bank,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2025,2025,12,348,boat,29.98782608695652,1,8,2,NA,3.748478260869565,month
Hoh fall salmon 2025,2025,12,350,bank,0,NA,NA,NA,NA,NA,month
Hoh fall salmon 2025,2025,12,350,boat,0,NA,NA,NA,NA,NA,month
Humptulips salmon 2022,2022,9,358,bank,11926.035779000566,114,4.200292368421053,1.7105263157894737,2.374229720206543,2839.3346779057015,month
Humptulips salmon 2022,2022,9,358,boat,17920.58366230937,110,6.762121272727272,2.7636363636363637,1.9033616347790623,2650.1423058746345,month
Humptulips salmon 2022,2022,10,358,bank,3343.484812893417,51,4.043790588235294,1.607843137254902,1.7809731749393776,826.8194754250393,month
Humptulips salmon 2022,2022,10,358,boat,2592.1106056644885,35,8.16761942857143,2.8285714285714287,2.0666788077278553,317.3642734377336,month
Humptulips salmon 2022,2022,11,358,bank,8257.072423497475,116,3.7087647413793103,1.6724137931034482,2.31690338008767,2226.3672676166093,month
Humptulips salmon 2022,2022,11,358,boat,9511.150997276689,64,7.64947890625,2.65625,1.5966563506080074,1243.372406649244,month
Humptulips salmon 2022,2022,12,358,bank,2239.2382128993604,80,3.7779165,1.5375,2.252667814456079,592.7177619990703,month
Humptulips salmon 2022,2022,12,358,boat,548.5356049382717,4,7.7958325,2.25,0.6478395363243896,70.36267197098856,month
Humptulips salmon 2023,2023,9,358,bank,11818.496845534248,104,3.525480576923077,1.6923076923076923,1.8754426560784254,3352.308029406034,month
Humptulips salmon 2023,2023,9,358,boat,16264.87612769343,119,7.009383697478992,2.6218487394957983,1.988677366254344,2320.443113071879,month
Humptulips salmon 2023,2023,10,358,bank,12411.037167010287,134,3.831467686567164,2.1044776119402986,1.9413860305457973,3239.2383760725543,month
Humptulips salmon 2023,2023,10,358,boat,16510.371036059354,131,7.648218854961832,2.480916030534351,1.980420450406988,2158.721049849161,month
Humptulips salmon 2023,2023,11,358,bank,4785.739373059678,108,2.9777775925925924,1.7314814814814814,1.6911194342259155,1607.1513819448783,month
Humptulips salmon 2023,2023,11,358,boat,4050.267344337091,55,6.744545272727272,2.727272727272727,1.3864716370365708,600.5248953869497,month
Humptulips salmon 2024,2024,9,358,bank,13525.702272933258,133,3.712907443609023,1.8421052631578947,2.5933940971261134,3642.887003880171,month
Humptulips salmon 2024,2024,9,358,boat,12748.51085568327,108,6.533950833333333,2.564814814814815,1.928943949552255,1951.1182714516299,month
Humptulips salmon 2024,2024,10,358,bank,10855.986885108734,153,3.38518522875817,1.6928104575163399,2.0699433045468347,3206.9107453511997,month
Humptulips salmon 2024,2024,10,358,boat,9053.477959770116,94,6.838652659574468,2.7127659574468086,1.7339863810593503,1323.8686639677157,month
Humptulips salmon 2024,2024,11,358,bank,6564.364254851517,67,3.312686417910448,1.5970149253731343,1.9909327125090113,1981.5833516147113,month
Humptulips salmon 2024,2024,11,358,boat,3563.8418103448275,27,6.573457037037037,2.5555555555555554,1.486147626254422,542.1564011546681,month
Humptulips salmon 2024,2024,12,358,bank,2934.52204528835,43,3.233333488372093,1.6744186046511629,1.9943569835375914,907.5840941992694,month
Humptulips salmon 2024,2024,12,358,boat,1079.6019391230311,15,6.692222,2.6666666666666665,0.9632927815956506,161.32189564587534,month
Humptulips salmon 2025,2025,9,358,bank,13128.216343626167,60,3.4208333333333334,1.7,2.479297870811218,3837.7246315106945,month
Humptulips salmon 2025,2025,9,358,boat,15244.041023284313,70,5.435238285714286,2.642857142857143,2.061343077496307,2804.6683920649816,month
Humptulips salmon 2025,2025,10,358,bank,11413.551169030034,143,3.768764195804196,1.972027972027972,2.403999961053295,3028.459881288635,month
Humptulips salmon 2025,2025,10,358,boat,10507.5634311683,81,7.017283827160494,2.493827160493827,2.164392195711401,1497.3832739241118,month
Humptulips salmon 2025,2025,11,358,bank,5811.838833238086,140,3.2760710714285715,1.6571428571428573,2.092949273419563,1774.027091147251,month
Humptulips salmon 2025,2025,11,358,boat,4497.591519607843,58,6.191379310344828,2.603448275862069,1.7293789513314564,726.4280371407822,month
Humptulips salmon 2025,2025,12,358,bank,3764.3088546161657,75,3.4340001333333334,1.44,1.5955722466000255,1096.1877427075713,month
Humptulips salmon 2025,2025,12,358,boat,701.2036124727668,5,6.53,2.2,0.7141827108310591,107.38187021022463,month
Lower Chehalis salmon 2023,2023,9,317,bank,3973.836935944806,23,3.0405791304347827,1.5217391304347827,1.9016662326709775,1306.9342271571054,month
Lower Chehalis salmon 2023,2023,9,317,boat,21694.500952131377,212,4.878931179245283,2.0754716981132075,1.9502074025828955,4446.5683476780005,month
Lower Chehalis salmon 2023,2023,9,NA,bank,3973.836935944806,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,9,NA,boat,21694.500952131377,8,3.6166675,2.125,1.8388882165649518,5998.478143797121,month
Lower Chehalis salmon 2023,2023,10,317,bank,9055.029619941633,43,2.965890930232558,1.302325581395349,1.9744534345976237,3053.0555010098165,month
Lower Chehalis salmon 2023,2023,10,317,boat,20926.49839185884,215,4.915658976744186,2.046511627906977,2.163710738040778,4257.109472170749,month
Lower Chehalis salmon 2023,2023,10,NA,bank,9055.029619941633,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,10,NA,boat,20926.49839185884,11,4.9439400000000004,1.9090909090909092,2.105868755445125,4232.757353822829,month
Lower Chehalis salmon 2023,2023,11,317,bank,2037.7255569580368,44,2.323105909090909,1.2045454545454546,1.6039489916312701,877.1556858358864,month
Lower Chehalis salmon 2023,2023,11,317,boat,3139.6968699044955,24,4.699999583333334,2.2916666666666665,1.9557231547379297,668.0206698396684,month
Lower Chehalis salmon 2023,2023,11,NA,bank,2037.7255569580368,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,11,NA,boat,3139.6968699044955,10,3.948332,1.5,2.301347081630428,795.1957611225438,month
Lower Chehalis salmon 2023,2023,12,317,bank,0,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,12,317,boat,0,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,12,NA,bank,0,NA,NA,NA,NA,NA,month
Lower Chehalis salmon 2023,2023,12,NA,boat,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,8,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,8,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,9,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,9,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,10,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,10,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,11,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,11,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,12,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2022,12,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,1,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,1,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,2,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,2,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,3,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,3,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,4,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,4,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,5,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,5,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,6,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,6,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,7,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2022-23,2023,7,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,8,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,8,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,9,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,9,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,10,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,10,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,11,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,11,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,12,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2023,12,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,1,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,1,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,2,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,2,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,3,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,3,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,4,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,4,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,5,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,5,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,6,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,6,561,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,7,507,NA,0,NA,NA,NA,NA,NA,month
Lower Cowlitz salmon and steelhead 2023-24,2024,7,561,NA,0,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,7,786,bank,3540.699125425408,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,7,786,boat,89.3801685460509,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,8,786,bank,12793.958372711679,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,8,786,boat,475.90831847890666,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,9,786,bank,32705.3486520321,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,9,786,boat,1010.8563907044298,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,10,786,bank,8623.013020187442,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,10,786,boat,650.9047930283224,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,11,786,bank,335.47221108720123,NA,NA,NA,NA,NA,month
Nisqually salmon 2022,2022,11,786,boat,27.62918767507003,NA,NA,NA,NA,NA,month
Nooksack fall salmon 2023,2023,11,794,bank,175.8469135802469,17,2.236275294117647,1.411764705882353,1.2679039208626852,78.6338399582551,month
Nooksack fall salmon 2023,2023,11,794,boat,195.2989197530864,4,4.591665,1.75,1.3998335483073217,42.53335549372317,month
Nooksack fall salmon 2024,2024,11,794,bank,2044.007942233187,10,2.934999,1.5,1.5592694645139291,696.425430548081,month
Nooksack fall salmon 2024,2024,11,794,boat,361.7195833333333,2,4.725,2,1.520279579551077,76.55440917107583,month
Puyallup Carbon salmon 2024,2024,8,802,bank,0,NA,NA,NA,NA,NA,month
Puyallup Carbon salmon 2024,2024,8,804,bank,62752.219561099286,NA,NA,NA,NA,NA,month
Puyallup Carbon salmon 2024,2024,9,802,bank,23184.405449166887,NA,NA,NA,NA,NA,month
