catch_record_code,crc_name,hydrologic_system,block,region,year,harvest_fish,harvest_species,harvest_license_year,status,source,note,creel_unit,crc_resolution,denominator_pathway,coverage
665,"Washougal River, West Fork",Washougal R. System,Lower Columbia tribs,Columbia - Lower,2023,17.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
665,"Washougal River, West Fork",Washougal R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
665,"Washougal River, West Fork",Washougal R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
667,Washougal River below County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
667,Washougal River below County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2023,324.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
667,Washougal River below County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2024,357.0,3.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
667,Washougal River below County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
668,Washougal River above County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
668,Washougal River above County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2023,51.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
668,Washougal River above County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2024,26.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
668,Washougal River above County Line Access,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
677,Wind River above Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
677,Wind River above Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2023,133.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
677,Wind River above Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2024,136.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
677,Wind River above Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
680,Wind River below Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
680,Wind River below Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2023,3835.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
680,Wind River below Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2024,4978.0,5.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
680,Wind River below Shipherd Falls,Wind R. System,Lower Columbia tribs,Columbia - Middle,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
1,Area 1: Col R - Ledbetter,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
1,Area 1: Col R - Ledbetter,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
1,Area 1: Col R - Ledbetter,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
1,Area 1: Col R - Ledbetter,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
10,Area 10: N Puget Sound,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
10,Area 10: N Puget Sound,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
10,Area 10: N Puget Sound,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
10,Area 10: N Puget Sound,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
11,Area 11: Mid-Puget Sound,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
11,Area 11: Mid-Puget Sound,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
11,Area 11: Mid-Puget Sound,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
11,Area 11: Mid-Puget Sound,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
12,Area 12: Hood Canal,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
12,Area 12: Hood Canal,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
12,Area 12: Hood Canal,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
12,Area 12: Hood Canal,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
13,Area 13: S Puget Sound,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
13,Area 13: S Puget Sound,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
13,Area 13: S Puget Sound,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
13,Area 13: S Puget Sound,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
2,Area 2: Westport,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
2,Area 2: Westport,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
2,Area 2: Westport,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
2,Area 2: Westport,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
21,Area 2-1: Willapa Bay,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
21,Area 2-1: Willapa Bay,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
21,Area 2-1: Willapa Bay,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
21,Area 2-1: Willapa Bay,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22,Area 2-2: Grays Harbor,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22,Area 2-2: Grays Harbor,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22,Area 2-2: Grays Harbor,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22,Area 2-2: Grays Harbor,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22W,Area 2-2W: Westport Boat Basin,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22W,Area 2-2W: Westport Boat Basin,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22W,Area 2-2W: Westport Boat Basin,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
22W,Area 2-2W: Westport Boat Basin,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
3,Area 3: La Push,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
3,Area 3: La Push,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
3,Area 3: La Push,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
3,Area 3: La Push,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
4,Area 4: Cape Flattery,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
4,Area 4: Cape Flattery,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
4,Area 4: Cape Flattery,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
4,Area 4: Cape Flattery,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
5,Area 5: W Juan de Fuca,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
5,Area 5: W Juan de Fuca,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
5,Area 5: W Juan de Fuca,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
5,Area 5: W Juan de Fuca,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
6,Area 6: E Juan de Fuca,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
6,Area 6: E Juan de Fuca,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
6,Area 6: E Juan de Fuca,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
6,Area 6: E Juan de Fuca,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
7,Area 7: San Juan Islands,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
7,Area 7: San Juan Islands,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
7,Area 7: San Juan Islands,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
7,Area 7: San Juan Islands,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
81,Area 8-1: Skagit Bay-Saratoga Psg.,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
81,Area 8-1: Skagit Bay-Saratoga Psg.,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
81,Area 8-1: Skagit Bay-Saratoga Psg.,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
81,Area 8-1: Skagit Bay-Saratoga Psg.,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
82,Area 8-2: Port Susan-Port Gardner,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
82,Area 8-2: Port Susan-Port Gardner,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
82,Area 8-2: Port Susan-Port Gardner,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
82,Area 8-2: Port Susan-Port Gardner,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
9,Area 9: Admiralty Inlet,Marine Water,Marine (out of scope),Marine,2022,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
9,Area 9: Admiralty Inlet,Marine Water,Marine (out of scope),Marine,2023,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
9,Area 9: Admiralty Inlet,Marine Water,Marine (out of scope),Marine,2024,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
9,Area 9: Admiralty Inlet,Marine Water,Marine (out of scope),Marine,2025,,,,Marine (out of scope),,,,standalone,,Marine (out of scope)
708,Burley Creek (Kitsap Co.),Burley Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
708,Burley Creek (Kitsap Co.),Burley Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
708,Burley Creek (Kitsap Co.),Burley Cr. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
708,Burley Creek (Kitsap Co.),Burley Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
710,California Creek,California R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
710,California Creek,California R. System,Puget Sound,Puget Sound,2023,81.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
710,California Creek,California R. System,Puget Sound,Puget Sound,2024,31.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
710,California Creek,California R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
712,Cedar River (King Co.),Lake Washington System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
712,Cedar River (King Co.),Lake Washington System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
712,Cedar River (King Co.),Lake Washington System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
712,Cedar River (King Co.),Lake Washington System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
714,Chambers Creek,Chambers Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
714,Chambers Creek,Chambers Cr. System,Puget Sound,Puget Sound,2023,40.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
714,Chambers Creek,Chambers Cr. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
714,Chambers Creek,Chambers Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
718,Clallam River,Clallam R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
718,Clallam River,Clallam R. System,Puget Sound,Puget Sound,2023,20.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
718,Clallam River,Clallam R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
718,Clallam River,Clallam R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
722,Curley Creek (Kitsap Co.),Curley Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
722,Curley Creek (Kitsap Co.),Curley Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
722,Curley Creek (Kitsap Co.),Curley Cr. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
722,Curley Creek (Kitsap Co.),Curley Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
724,Dakota Creek (Whatcom Co.),Dakota Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
724,Dakota Creek (Whatcom Co.),Dakota Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
724,Dakota Creek (Whatcom Co.),Dakota Cr. System,Puget Sound,Puget Sound,2024,26.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
724,Dakota Creek (Whatcom Co.),Dakota Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
726,Deep Creek (Clallam Co.),Deep Cr. System (Clallam),Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
726,Deep Creek (Clallam Co.),Deep Cr. System (Clallam),Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
726,Deep Creek (Clallam Co.),Deep Cr. System (Clallam),Puget Sound,Puget Sound,2024,63.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
726,Deep Creek (Clallam Co.),Deep Cr. System (Clallam),Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
727,Capitol Lake,Deschutes R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
727,Capitol Lake,Deschutes R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
727,Capitol Lake,Deschutes R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
727,Capitol Lake,Deschutes R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
728,Deschutes River,Deschutes R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
728,Deschutes River,Deschutes R. System,Puget Sound,Puget Sound,2023,81.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
728,Deschutes River,Deschutes R. System,Puget Sound,Puget Sound,2024,47.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
728,Deschutes River,Deschutes R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
732,Dewatto River,Dewatto R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
732,Dewatto River,Dewatto R. System,Puget Sound,Puget Sound,2023,20.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
732,Dewatto River,Dewatto R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
732,Dewatto River,Dewatto R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
734,Dosewallips River,Dosewallips R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
734,Dosewallips River,Dosewallips R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
734,Dosewallips River,Dosewallips R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
734,Dosewallips River,Dosewallips R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
736,Duckabush River,Duckabush R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
736,Duckabush River,Duckabush R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
736,Duckabush River,Duckabush R. System,Puget Sound,Puget Sound,2024,16.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
736,Duckabush River,Duckabush R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
738,Dungeness River,Dungeness R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
738,Dungeness River,Dungeness R. System,Puget Sound,Puget Sound,2023,992.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
738,Dungeness River,Dungeness R. System,Puget Sound,Puget Sound,2024,922.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
738,Dungeness River,Dungeness R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
742,Elwha River,Elwha R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
742,Elwha River,Elwha R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
742,Elwha River,Elwha R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
742,Elwha River,Elwha R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
746,Green (Duwamish River) (King Co.),Green-Duwamish R. Sys,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
746,Green (Duwamish River) (King Co.),Green-Duwamish R. Sys,Puget Sound,Puget Sound,2023,44849.0,7.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
746,Green (Duwamish River) (King Co.),Green-Duwamish R. Sys,Puget Sound,Puget Sound,2024,17909.0,5.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
746,Green (Duwamish River) (King Co.),Green-Duwamish R. Sys,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
748,Soos Creek,Green-Duwamish R. Sys,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
748,Soos Creek,Green-Duwamish R. Sys,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
748,Soos Creek,Green-Duwamish R. Sys,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
748,Soos Creek,Green-Duwamish R. Sys,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
752,Hoko River,Hoko R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
752,Hoko River,Hoko R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
752,Hoko River,Hoko R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
752,Hoko River,Hoko R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
754,Kennedy Creek,Kennedy Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
754,Kennedy Creek,Kennedy Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
754,Kennedy Creek,Kennedy Cr. System,Puget Sound,Puget Sound,2024,283.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
754,Kennedy Creek,Kennedy Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
758,,,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
758,,,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
758,,,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
758,,,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
760,,,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
760,,,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
760,,,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
760,,,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
762,Lake Washington,Lake Washington System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
762,Lake Washington,Lake Washington System,Puget Sound,Puget Sound,2023,383.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
762,Lake Washington,Lake Washington System,Puget Sound,Puget Sound,2024,109.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
762,Lake Washington,Lake Washington System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
763,Lake Sammamish,Lake Washington System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
763,Lake Sammamish,Lake Washington System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
763,Lake Sammamish,Lake Washington System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
763,Lake Sammamish,Lake Washington System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
764,Sammamish River,Lake Washington System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
764,Sammamish River,Lake Washington System,Puget Sound,Puget Sound,2023,298.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
764,Sammamish River,Lake Washington System,Puget Sound,Puget Sound,2024,94.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
764,Sammamish River,Lake Washington System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
766,Little Quilcene River,Little Quilcene R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
766,Little Quilcene River,Little Quilcene R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
766,Little Quilcene River,Little Quilcene R. System,Puget Sound,Puget Sound,2024,110.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
766,Little Quilcene River,Little Quilcene R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
768,Lyre River,Lyre R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
768,Lyre River,Lyre R. System,Puget Sound,Puget Sound,2023,20.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
768,Lyre River,Lyre R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
768,Lyre River,Lyre R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
770,McAllister Creek (Thurston Co.),Nisqually R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
770,McAllister Creek (Thurston Co.),Nisqually R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
770,McAllister Creek (Thurston Co.),Nisqually R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
770,McAllister Creek (Thurston Co.),Nisqually R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
774,McLane Creek (Thurston Co.),McLane Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
774,McLane Creek (Thurston Co.),McLane Cr. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
774,McLane Creek (Thurston Co.),McLane Cr. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
774,McLane Creek (Thurston Co.),McLane Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
778,Minter Creek (Pierce/Kitsap Co.),Minter Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
778,Minter Creek (Pierce/Kitsap Co.),Minter Cr. System,Puget Sound,Puget Sound,2023,4621.0,6.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
778,Minter Creek (Pierce/Kitsap Co.),Minter Cr. System,Puget Sound,Puget Sound,2024,5424.0,5.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
778,Minter Creek (Pierce/Kitsap Co.),Minter Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
