fishery_name,study_design,year,month,catch_area_code,angler_final,total_effort_hrs,n_strata,n_strata_estimated,prop_strata_estimated,n_completed_angler_trips,mean_trip_length,trip_length_source,n_donor_obs,n_trip_length_obs,mean_group_size,sd,total_trips_est,trip_expansion,prev_int_status,pe_period
Upper Chehalis salmon 2023,Standard,2023,12,315,boat,93.66889245014245,6,1,0.16666666666666666,NA,3.7642861904761906,area_season,21,NA,1.9523809523809523,2.195280705920034,24.883573594146178,estimated_donor,partial,week
Upper Chehalis salmon 2023,Standard,2023,12,317,bank,124.11641587915345,6,1,0.16666666666666666,NA,2.398716923076923,area_season,13,NA,1.7692307692307692,1.8529065890216225,51.742835799042396,estimated_donor,partial,week
Upper Chehalis salmon 2023,Standard,2023,12,317,boat,520.7327136752137,6,1,0.16666666666666666,NA,4.974003641304348,area_season,184,NA,2.516304347826087,2.147925844164005,104.69085895937552,estimated_donor,partial,week
Wallace salmon and gamefish 2022-23,Standard,2022,10,860,bank,2768.2771369170096,20,4,0.2,107,3.2171342056074765,month,107,107,1.5794392523364487,1.8809726665834443,860.4792215667884,estimated,partial,week
Wallace salmon and gamefish 2022-23,Standard,2022,11,860,bank,6605.960811042524,18,9,0.5,239,3.224267531380753,month,239,239,1.6694560669456067,1.608674118404779,2048.8252748101218,estimated,partial,week
Wallace salmon and gamefish 2022-23,Standard,2022,12,860,bank,2297.3148137431413,20,9,0.45,40,2.5783329999999998,month,40,40,1.45,1.4693073506268708,891.0077999013864,estimated,partial,week
Wallace salmon and gamefish 2022-23,Standard,2023,1,860,bank,2774.66164266118,20,9,0.45,74,2.538739054054054,month,74,74,1.4594594594594594,1.2622860511787581,1092.929042167759,estimated,partial,week
Wallace salmon and gamefish 2022-23,Standard,2023,2,860,bank,1156.200115204904,10,5,0.5,5,2.353332,month,5,5,1,1.3531034739146892,491.3034434601255,estimated,partial,week
Wallace salmon and gamefish 2023-24,Standard,2023,10,860,bank,7268.005107142856,10,10,1,112,3.1242560714285714,month,112,112,1.6517857142857142,1.6675205116597662,2326.3154302904336,estimated,partial,week
Wallace salmon and gamefish 2023-24,Standard,2023,11,860,bank,3033.1910357142856,18,14,0.7777777777777778,23,2.2731878260869567,month,23,23,1.6521739130434783,0.9038039845662258,1334.3336616999181,estimated,partial,week
Wallace salmon and gamefish 2024-25,Standard,2024,10,860,bank,5753.8043536324785,5,5,1,260,3.2159616538461537,month,260,260,1.7923076923076924,1.8808185015896575,1789.1396020693135,estimated,partial,week
Wallace salmon and gamefish 2024-25,Standard,2024,11,860,bank,2182.6236645299145,10,9,0.9,74,2.531756891891892,month,74,74,1.5810810810810811,1.5241316123660367,862.0984390404552,estimated,partial,week
Cascade fall salmon 2022,Standard,2022,9,826,bank,2430.570595813205,2,2,1,8,4.54583375,month,8,8,1.5,3.144164858077522,534.68092532271,estimated,partial,month
Cascade fall salmon 2022,Standard,2022,10,826,bank,2421.557174718196,2,2,1,42,4.689285,month,42,42,1.7619047619047619,1.9878585591992475,516.4022179752769,estimated,partial,month
Cascade fall salmon 2022,Standard,2022,11,826,bank,2712.0351139794684,2,2,1,27,4.467901851851852,month,27,27,1.8888888888888888,2.1766776399190033,607.0041831503946,estimated,partial,month
Cascade fall salmon 2023,Standard,2023,9,826,bank,3246.744528769841,2,2,1,19,5.77193,month,19,19,2,2.2252347162140995,562.5058739052346,estimated,partial,month
Cascade fall salmon 2023,Standard,2023,10,826,bank,8162.587459286746,2,2,1,44,4.676135909090909,month,44,44,2.1363636363636362,1.8196678928953047,1745.58387907798,estimated,partial,month
Cascade fall salmon 2023,Standard,2023,11,826,bank,1558.7055116915913,2,2,1,10,2.596666,month,10,10,1.5,1.6266280793865844,600.2718530960822,estimated,partial,month
Cascade fall salmon 2024,Standard,2024,9,826,bank,2982.3687481231227,2,2,1,6,5.300001666666667,month,6,6,1.6666666666666667,2.3419370472616605,562.710907598417,estimated,partial,month
Cascade fall salmon 2024,Standard,2024,10,826,bank,7961.63328865696,2,2,1,20,4.8275,month,20,20,2,1.66882483777941,1649.2249173810378,estimated,partial,month
Cascade fall salmon 2024,Standard,2024,11,826,bank,2049.2691146503644,2,2,1,7,5.033334285714286,month,7,7,2.142857142857143,1.8399126036024749,407.13948216526023,estimated,partial,month
Chehalis salmon 2022,Standard,2022,9,317,bank,4815.929383386875,4,2,0.5,25,2.2159992,month,25,25,1.28,1.421841388510922,2173.254116421556,estimated,partial,month
Chehalis salmon 2022,Standard,2022,9,317,boat,23402.917412367722,4,2,0.5,220,4.759090681818182,month,220,220,2.109090909090909,1.835495766460152,4917.518697800223,estimated,partial,month
Chehalis salmon 2022,Standard,2022,10,317,bank,10225.160992791858,4,2,0.5,40,3.4379175,month,40,40,1.675,2.3796805142123163,2974.2310549313233,estimated,partial,month
Chehalis salmon 2022,Standard,2022,10,317,boat,31488.589201058203,4,2,0.5,482,4.858679149377593,month,482,482,2.3257261410788383,2.0070581417982725,6480.894957859474,estimated,partial,month
Chehalis salmon 2022,Standard,2022,11,317,bank,2865.327217017937,4,2,0.5,7,2.7261914285714286,month,7,7,1.4285714285714286,3.2135250794904784,1051.036690596382,estimated,partial,month
Chehalis salmon 2022,Standard,2022,11,317,boat,5298.62891685563,4,2,0.5,64,5.32994796875,month,64,64,2.078125,1.9379441836607931,994.1239479113124,estimated,partial,month
Chehalis salmon 2022,Standard,2022,12,317,bank,208.96194828715167,4,4,1,2,2.825,month,2,2,1,0.3181980515339462,73.96883125208909,estimated,partial,month
Chehalis salmon 2022,Standard,2022,12,317,boat,383.2043474426807,4,4,1,10,3.984998,month,10,10,1.7,1.9008848738697108,96.16174147206115,estimated,partial,month
Chehalis salmon 2024,Standard,2024,9,315,bank,0,2,0,0,NA,2.1634409677419355,area_season,31,NA,1.5806451612903225,1.5585752943107043,0,zero_effort,partial,month
Chehalis salmon 2024,Standard,2024,9,315,boat,0,2,0,0,NA,3.785936875,area_season,32,NA,2.40625,1.7462104230672286,0,zero_effort,partial,month
Chehalis salmon 2024,Standard,2024,9,317,bank,2111.795999978989,4,2,0.5,71,3.3903754929577463,month,71,71,1.4366197183098592,2.294539095990919,622.8796793645618,estimated,partial,month
Chehalis salmon 2024,Standard,2024,9,317,boat,26219.71698967646,4,2,0.5,290,5.326206793103449,month,290,290,2.189655172413793,1.934666042216127,4922.774876789732,estimated,partial,month
Chehalis salmon 2024,Standard,2024,10,315,bank,1073.481104574999,2,2,1,26,1.9391026923076924,month,26,26,1.5,1.433038569991911,553.5968305512835,estimated,partial,month
Chehalis salmon 2024,Standard,2024,10,315,boat,265.10974703935915,2,2,1,NA,3.785936875,area_season,32,NA,2.40625,1.7462104230672286,70.0248725196611,estimated_donor,partial,month
Chehalis salmon 2024,Standard,2024,10,317,bank,13454.941027894116,4,4,1,138,2.6993957971014493,month,138,138,1.463768115942029,2.079577139116737,4984.426901139036,estimated,partial,month
Chehalis salmon 2024,Standard,2024,10,317,boat,34369.99955702862,4,4,1,308,5.10335512987013,month,308,308,2.301948051948052,1.9423048653535842,6734.784995827493,estimated,partial,month
Chehalis salmon 2024,Standard,2024,11,315,bank,494.0449136926241,2,2,1,5,3.33,month,5,5,2,1.831795620272633,148.36183594373097,estimated,partial,month
Chehalis salmon 2024,Standard,2024,11,315,boat,866.1048379629631,2,2,1,24,3.52361,month,24,24,2.3333333333333335,1.8598019772358656,245.8004256892684,estimated,partial,month
Chehalis salmon 2024,Standard,2024,11,317,bank,4266.708344762661,4,4,1,98,3.4719389795918367,month,98,98,1.336734693877551,2.4331883546234634,1228.9122504290838,estimated,partial,month
Chehalis salmon 2024,Standard,2024,11,317,boat,12641.235079022988,4,4,1,119,4.650280336134454,month,119,119,2.495798319327731,1.989744127253268,2718.381294305155,estimated,partial,month
Chehalis salmon 2024,Standard,2024,12,315,bank,619.9776922879761,2,2,1,NA,2.1634409677419355,area_season,31,NA,1.5806451612903225,1.5585752943107043,286.57019143677866,estimated_donor,partial,month
Chehalis salmon 2024,Standard,2024,12,315,boat,930.4484990320096,2,2,1,8,4.5729175,month,8,8,2.625,1.093267751739187,203.46933856384018,estimated,partial,month
Chehalis salmon 2024,Standard,2024,12,317,bank,620.5067415977228,4,4,1,3,0.7000000000000001,month,3,3,1.6666666666666667,0.3464101615137755,886.438202282461,estimated,partial,month
Chehalis salmon 2024,Standard,2024,12,317,boat,2619.788780965558,4,4,1,33,5.5575754545454545,month,33,33,1.878787878787879,2.0204173875295717,471.39059152545985,estimated,partial,month
Chehalis salmon 2025,Standard,2025,9,317,bank,4499.146362630927,2,2,1,51,3.1248370588235295,month,51,51,1.392156862745098,2.20942752380004,1439.801909007317,estimated,partial,month
Chehalis salmon 2025,Standard,2025,9,317,boat,42943.66288013699,2,2,1,324,4.885751141975309,month,324,324,2.0864197530864197,2.069788674667456,8789.572295484306,estimated,partial,month
Chehalis salmon 2025,Standard,2025,10,315,bank,2084.147451982994,2,2,1,50,2.0616666,month,50,50,1.6,1.305974942464574,1010.9042131171907,estimated,partial,month
Chehalis salmon 2025,Standard,2025,10,315,boat,801.8774493721462,2,2,1,13,4.262821538461538,month,13,13,1.7692307692307692,2.055527543701155,188.10955188650604,estimated,partial,month
Chehalis salmon 2025,Standard,2025,10,317,bank,11910.170081720084,4,4,1,83,2.81887578313253,month,83,83,1.4698795180722892,2.060481782368741,4225.148959378649,estimated,partial,month
Chehalis salmon 2025,Standard,2025,10,317,boat,32054.827168188735,4,4,1,356,4.879915646067416,month,356,356,2.396067415730337,2.330183257646773,6568.725669268648,estimated,partial,month
Chehalis salmon 2025,Standard,2025,11,315,bank,1201.135394325023,2,2,1,11,2.06212,month,11,11,1.7272727272727273,2.404776470219218,582.4759928253559,estimated,partial,month
Chehalis salmon 2025,Standard,2025,11,315,boat,1972.1497861831378,2,2,1,64,3.9015625,month,64,64,2.09375,1.764518635117292,505.47691756396006,estimated,partial,month
Chehalis salmon 2025,Standard,2025,11,317,bank,2014.5667159348116,4,4,1,45,2.732963333333333,month,45,45,1.2222222222222223,1.7994616244234627,737.1363864870043,estimated,partial,month
Chehalis salmon 2025,Standard,2025,11,317,boat,8059.4031291585125,4,4,1,116,4.786781724137931,month,116,116,2.336206896551724,2.175670625999487,1683.678845959904,estimated,partial,month
Chehalis salmon 2025,Standard,2025,12,315,bank,104.80881005649931,2,2,1,1,3.28333,month,1,1,1,1.530405766948682,31.921497399438774,estimated,partial,month
Chehalis salmon 2025,Standard,2025,12,315,boat,300.7101392694064,2,2,1,2,4.066665,month,2,2,2,1.2492243371188378,73.94514651917636,estimated,partial,month
Chehalis salmon 2025,Standard,2025,12,317,bank,225.97728574240165,4,4,1,1,7.56667,month,1,1,3,2.0616601860338415,29.864826369116354,estimated,partial,month
Chehalis salmon 2025,Standard,2025,12,317,boat,1291.5255834728564,4,4,1,13,5.476923076923077,month,13,13,1.7692307692307692,1.8060918681478368,235.81225540936984,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,7,618,bank,0,4,1,0.25,1,2.86667,month,1,1,2,2.2230805469378385,0,zero_effort,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,7,618,boat,3469.724154589372,4,1,0.25,5,4.433334,month,5,5,2.6,1.0541599341086723,782.6444284570871,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,bank,2970.3488359788357,4,4,1,15,3.787778,month,15,15,1.9333333333333333,3.1693564028796577,784.1929585046526,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,boat,17752.87536854919,4,4,1,210,5.883809714285714,month,210,210,2.4904761904761905,2.7535015887028993,3017.241588463634,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,9,618,bank,1887.0536944444445,4,4,1,5,4.006666,month,5,5,2.2,2.337010670114709,470.9785378777379,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,9,618,boat,33378.1045385467,4,4,1,216,6.197530648148148,month,216,216,2.787037037037037,2.48488514701268,5385.71028261397,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,10,618,bank,4188.196909722223,4,4,1,32,3.39947875,month,32,32,1.21875,1.7174074450879582,1232.0114987399825,estimated,partial,month
Drano Lake salmon and steelhead 2022,Drano,2022,10,618,boat,9166.826586822328,4,4,1,150,3.7292218,month,150,150,2.7066666666666666,1.5319273915325133,2458.1071007421247,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,7,618,bank,362.26018518518515,4,4,1,NA,3.636274705882353,area_season,17,NA,1.6470588235294117,1.8891441593553602,99.6239873184393,estimated_donor,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,7,618,boat,12173.67686688107,4,4,1,24,5.803472083333333,month,24,24,1.7916666666666667,1.440637226565049,2097.654075366705,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,8,618,bank,2063.123888888889,4,4,1,5,3.133334,month,5,5,1.8,0.7827114907678309,658.4436542318466,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,8,618,boat,21679.989554378444,4,4,1,326,5.501329386503068,month,326,326,2.5644171779141103,2.293633041898965,3940.863749690759,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,9,618,bank,3734.031547619048,4,4,1,9,4.05926,month,9,9,1.6666666666666667,1.7122749707990828,919.8798666798992,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,9,618,boat,34773.96674594166,4,4,1,327,5.567074373088685,month,327,327,3.0428134556574924,2.4110159084031673,6246.362885690822,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,10,618,bank,1603.6479712301586,4,4,1,3,3.2055533333333335,month,3,3,1.3333333333333333,3.725899774501903,500.27181097080233,estimated,partial,month
Drano Lake salmon and steelhead 2023,Drano,2023,10,618,boat,8569.915408711015,4,4,1,160,4.3972914375,month,160,160,2.85,1.831679268077648,1948.907760724471,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,7,618,bank,559.0498115079365,4,4,1,8,4.085415,month,8,8,1.25,3.3854913455508933,136.84039724432805,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,7,618,boat,6548.048164789983,4,4,1,37,4.948197837837838,month,37,37,2.5135135135135136,1.4192236896062718,1323.3197983149387,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,7,618,fail,0,4,0,0,NA,5.25671233409611,fishery_season,874,NA,2.6956521739130435,2.3186058331027004,0,zero_effort,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,8,618,bank,2002.4700486111112,4,4,1,9,5.520368888888889,month,9,9,1.6666666666666667,3.7583123720376292,362.74207193681906,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,8,618,boat,14749.775138111712,4,4,1,199,5.5225293969849245,month,199,199,2.457286432160804,2.3629139976532567,2670.836871627064,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,8,618,fail,0,4,0,0,NA,5.25671233409611,fishery_season,874,NA,2.6956521739130435,2.3186058331027004,0,zero_effort,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,9,618,bank,3253.8504629629633,4,4,1,12,3.720833333333333,month,12,12,1.6666666666666667,2.6697430039385415,874.4950852308076,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,9,618,boat,32615.371551594464,4,4,1,423,5.288455390070922,month,423,423,2.9692671394799053,2.3434748319978542,6167.277427134933,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,9,618,fail,0,4,0,0,NA,5.25671233409611,fishery_season,874,NA,2.6956521739130435,2.3186058331027004,0,zero_effort,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,10,618,bank,1787.6826944444442,4,4,1,23,4.33333347826087,month,23,23,1.173913043478261,1.847133200560973,412.542146459014,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,10,618,boat,9365.520905435218,4,4,1,163,5.206134785276074,month,163,163,2.736196319018405,2.184347070377855,1798.9393843437686,estimated,partial,month
Drano Lake salmon and steelhead 2024,Drano,2024,10,618,fail,1744.9740000000002,4,1,0.25,NA,5.25671233409611,fishery_season,874,NA,2.6956521739130435,2.3186058331027004,331.95158667552386,estimated_donor,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,7,618,bank,779.1038055555557,4,4,1,1,1.05,month,1,1,2,2.8408189688458423,742.0036243386245,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,7,618,boat,8289.156821022729,4,4,1,43,4.960078139534883,month,43,43,2.255813953488372,1.3805196205988386,1671.174644397844,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,8,618,bank,5649.628298611111,4,4,1,7,6.147618571428572,month,7,7,1.4285714285714286,4.420432477825477,918.994604653597,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,8,618,boat,34833.75911300506,4,4,1,214,5.804283177570094,month,214,214,2.5841121495327104,2.7990951987841575,6001.388637896863,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,9,618,bank,4440.509880952381,4,4,1,18,4.2259255555555555,month,18,18,1.5,2.233920136874196,1050.7780656748023,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,9,618,boat,35809.756035579005,4,4,1,299,5.093979866220736,month,299,299,3.157190635451505,2.296485941202249,7029.81891880671,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,10,618,bank,2395.9941666666664,4,4,1,11,2.462120909090909,month,11,11,1.5454545454545454,1.4333155048240742,973.1423659252142,estimated,partial,month
Drano Lake salmon and steelhead 2025,Drano,2025,10,618,boat,8012.9497624684345,4,4,1,146,4.332876849315069,month,146,146,3,1.6200842561698188,1849.3370666039361,estimated,partial,month
Hoh fall salmon 2023,Standard,2023,9,348,bank,316.3093417642028,2,2,1,NA,4.304166666666666,type_season,12,NA,2.1666666666666665,2.6658905139433866,73.48910166835303,estimated_donor,partial,month
Hoh fall salmon 2023,Standard,2023,9,348,boat,342.870686026936,2,2,1,1,7.71667,month,1,1,3,1.005756197515794,44.432467116895765,estimated,partial,month
Hoh fall salmon 2023,Standard,2023,9,350,bank,2179.2353146767496,2,2,1,12,4.304166666666666,month,12,12,2.1666666666666665,2.6658905139433866,506.30830157059046,estimated,partial,month
Hoh fall salmon 2023,Standard,2023,9,350,boat,1886.7101781705946,2,2,1,20,7.6199995000000005,month,20,20,2.7,1.0316570829723923,247.59977716148072,estimated,partial,month
Hoh fall salmon 2023,Standard,2023,10,348,bank,0,2,0,0,NA,4.304166666666666,type_season,12,NA,2.1666666666666665,2.6658905139433866,0,zero_effort,partial,month
Hoh fall salmon 2023,Standard,2023,10,348,boat,0,2,0,0,NA,7.71667,area_season,1,NA,3,1.005756197515794,0,zero_effort,partial,month
Hoh fall salmon 2023,Standard,2023,10,350,bank,0,2,0,0,NA,4.304166666666666,area_season,12,NA,2.1666666666666665,2.6658905139433866,0,zero_effort,partial,month
Hoh fall salmon 2023,Standard,2023,10,350,boat,0,2,0,0,NA,7.6199995000000005,area_season,20,NA,2.7,1.0316570829723923,0,zero_effort,partial,month
Hoh fall salmon 2025,Standard,2025,9,350,bank,545.2727548320518,2,2,1,11,3.7742418181818183,month,11,11,1.8181818181818181,2.242659492882583,144.47213005941637,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,9,350,boat,2227.036629227053,2,2,1,25,7.4233328,month,25,25,2.8,1.9429125433043386,300.00495589084363,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,10,348,bank,114.28303955621062,2,2,1,2,4.033335,month,2,2,1.5,1.3670707532713882,28.33462619797528,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,10,348,boat,1171.2132789855073,2,2,1,11,5.540909090909091,month,11,11,2.4545454545454546,2.3762290718760877,211.37565330337293,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,10,350,bank,903.5750556465046,2,2,1,13,3.505129230769231,month,13,13,1.8461538461538463,1.7833128940844039,257.7865168891953,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,10,350,boat,3720.7273637949543,2,2,1,45,7.17,month,45,45,2.6222222222222222,2.0074215105996505,518.929897321472,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,11,348,bank,166.00951247730757,2,2,1,5,4.53,month,5,5,2,2.9011809903727137,36.646691496094384,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,11,348,boat,1372.3341201690819,2,2,1,15,5.5711113333333335,month,15,15,3.1333333333333333,1.4730317539534707,246.3304066386303,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,11,350,bank,161.64887920486683,2,2,1,4,2.8208325,month,4,4,1.5,1.5342601818330335,57.30538031055259,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,11,350,boat,123.69534239130434,2,2,1,3,3.82222,month,3,3,2.3333333333333335,0.5891004127481154,32.36217234782517,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,12,348,bank,0,1,1,1,NA,4.388095714285714,area_season,7,NA,1.8571428571428572,2.445699676996729,0,zero_effort,partial,month
Hoh fall salmon 2025,Standard,2025,12,348,boat,29.98782608695652,1,1,1,1,8,month,1,1,2,1.8870905665689006,3.748478260869565,estimated,partial,month
Hoh fall salmon 2025,Standard,2025,12,350,bank,0,1,1,1,NA,3.5130953571428574,area_season,28,NA,1.7857142857142858,1.9069798315398798,0,zero_effort,partial,month
Hoh fall salmon 2025,Standard,2025,12,350,boat,0,1,1,1,NA,7.119177808219178,area_season,73,NA,2.671232876712329,2.053585234395126,0,zero_effort,partial,month
Humptulips salmon 2022,Standard,2022,9,358,bank,11926.035779000566,2,2,1,117,4.182905897435897,month,117,117,1.7264957264957266,2.349006828856412,2851.136523609382,estimated,partial,month
Humptulips salmon 2022,Standard,2022,9,358,boat,17920.58366230937,2,2,1,113,6.801622477876106,month,113,113,2.7610619469026547,1.9023385326170312,2634.7512995024836,estimated,partial,month
Humptulips salmon 2022,Standard,2022,10,358,bank,3343.484812893417,2,2,1,51,4.043790588235294,month,51,51,1.607843137254902,1.7809731749393776,826.8194754250393,estimated,partial,month
Humptulips salmon 2022,Standard,2022,10,358,boat,2592.1106056644885,2,2,1,35,8.16761942857143,month,35,35,2.8285714285714287,2.0666788077278553,317.3642734377336,estimated,partial,month
Humptulips salmon 2022,Standard,2022,11,358,bank,8257.072423497475,2,2,1,118,3.720339406779661,month,118,118,1.694915254237288,2.3313964612059395,2219.440626425218,estimated,partial,month
Humptulips salmon 2022,Standard,2022,11,358,boat,9511.150997276689,2,2,1,64,7.64947890625,month,64,64,2.65625,1.5966563506080074,1243.372406649244,estimated,partial,month
Humptulips salmon 2022,Standard,2022,12,358,bank,2239.2382128993604,2,2,1,80,3.7779165,month,80,80,1.5375,2.252667814456079,592.7177619990703,estimated,partial,month
Humptulips salmon 2022,Standard,2022,12,358,boat,548.5356049382717,2,2,1,4,7.7958325,month,4,4,2.25,0.6478395363243896,70.36267197098856,estimated,partial,month
Humptulips salmon 2023,Standard,2023,9,358,bank,11818.496845534248,2,2,1,107,3.490654018691589,month,107,107,1.7009345794392523,1.860496146855933,3385.754297690095,estimated,partial,month
Humptulips salmon 2023,Standard,2023,9,358,boat,16264.87612769343,2,2,1,119,7.009383697478992,month,119,119,2.6218487394957983,1.988677366254344,2320.443113071879,estimated,partial,month
Humptulips salmon 2023,Standard,2023,10,358,bank,12411.037167010287,2,2,1,134,3.831467686567164,month,134,134,2.1044776119402986,1.9413860305457973,3239.2383760725543,estimated,partial,month
Humptulips salmon 2023,Standard,2023,10,358,boat,16510.371036059354,2,2,1,135,7.636296296296297,month,135,135,2.5037037037037035,1.9638543796140955,2162.0914636414905,estimated,partial,month
Humptulips salmon 2023,Standard,2023,11,358,bank,4785.739373059678,2,2,1,110,2.980757363636364,month,110,110,1.7181818181818183,1.69251973843066,1605.544762362453,estimated,partial,month
Humptulips salmon 2023,Standard,2023,11,358,boat,4050.267344337091,2,2,1,56,6.744642678571428,month,56,56,2.732142857142857,1.3738097237529472,600.5162226318224,estimated,partial,month
Humptulips salmon 2024,Standard,2024,9,358,bank,13525.702272933258,4,4,1,134,3.6926618656716417,month,134,134,1.8432835820895523,2.594233644493651,3662.8596835993076,estimated,partial,month
Humptulips salmon 2024,Standard,2024,9,358,boat,12748.51085568327,4,4,1,108,6.533950833333333,month,108,108,2.564814814814815,1.928943949552255,1951.1182714516299,estimated,partial,month
Humptulips salmon 2024,Standard,2024,10,358,bank,10855.986885108734,4,4,1,157,3.3755838853503186,month,157,157,1.7006369426751593,2.050814050167937,3216.03232324416,estimated,partial,month
Humptulips salmon 2024,Standard,2024,10,358,boat,9053.477959770116,4,4,1,96,6.7817710416666666,month,96,96,2.71875,1.7599722270508937,1334.972517377284,estimated,partial,month
Humptulips salmon 2024,Standard,2024,11,358,bank,6564.364254851517,4,4,1,68,3.3225488235294116,month,68,68,1.6323529411764706,1.9776920477490774,1975.7013676862855,estimated,partial,month
Humptulips salmon 2024,Standard,2024,11,358,boat,3563.8418103448275,4,4,1,27,6.573457037037037,month,27,27,2.5555555555555554,1.486147626254422,542.1564011546681,estimated,partial,month
Humptulips salmon 2024,Standard,2024,12,358,bank,2934.52204528835,4,4,1,43,3.233333488372093,month,43,43,1.6744186046511629,1.9943569835375914,907.5840941992694,estimated,partial,month
Humptulips salmon 2024,Standard,2024,12,358,boat,1079.6019391230311,4,4,1,15,6.692222,month,15,15,2.6666666666666665,0.9632927815956506,161.32189564587534,estimated,partial,month
Humptulips salmon 2025,Standard,2025,9,358,bank,13128.216343626167,2,2,1,61,3.4204918032786886,month,61,61,1.7377049180327868,2.4585516905721194,3838.1078215250236,estimated,partial,month
Humptulips salmon 2025,Standard,2025,9,358,boat,15244.041023284313,2,2,1,70,5.435238285714286,month,70,70,2.642857142857143,2.061343077496307,2804.6683920649816,estimated,partial,month
Humptulips salmon 2025,Standard,2025,10,358,bank,11413.551169030034,2,2,1,143,3.768764195804196,month,143,143,1.972027972027972,2.403999961053295,3028.459881288635,estimated,partial,month
Humptulips salmon 2025,Standard,2025,10,358,boat,10507.5634311683,2,2,1,81,7.017283827160494,month,81,81,2.493827160493827,2.164392195711401,1497.3832739241118,estimated,partial,month
Humptulips salmon 2025,Standard,2025,11,358,bank,5811.838833238086,2,2,1,140,3.2760710714285715,month,140,140,1.6571428571428573,2.092949273419563,1774.027091147251,estimated,partial,month
Humptulips salmon 2025,Standard,2025,11,358,boat,4497.591519607843,2,2,1,58,6.191379310344828,month,58,58,2.603448275862069,1.7293789513314564,726.4280371407822,estimated,partial,month
Humptulips salmon 2025,Standard,2025,12,358,bank,3764.3088546161657,2,2,1,75,3.4340001333333334,month,75,75,1.44,1.5955722466000255,1096.1877427075713,estimated,partial,month
Humptulips salmon 2025,Standard,2025,12,358,boat,701.2036124727668,2,2,1,5,6.53,month,5,5,2.2,0.7141827108310591,107.38187021022463,estimated,partial,month
Lower Chehalis salmon 2023,Standard,2023,9,317,bank,3973.836935944806,2,2,1,23,3.0405791304347827,month,23,23,1.5217391304347827,1.9016662326709775,1306.9342271571054,estimated,partial,month
Lower Chehalis salmon 2023,Standard,2023,9,317,boat,21694.500952131377,2,2,1,219,4.881431095890411,month,219,219,2.077625570776256,1.929404041965767,4444.291136342288,estimated,partial,month
Lower Chehalis salmon 2023,Standard,2023,9,NA,bank,3973.836935944806,2,2,1,NA,2.7243935454545456,type_season,110,NA,1.309090909090909,1.831957853600363,1458.6134013475648,estimated_donor,partial,month
Lower Chehalis salmon 2023,Standard,2023,9,NA,boat,21694.500952131377,2,2,1,8,3.6166675,month,8,8,2.125,1.8388882165649518,5998.478143797121,estimated,partial,month
Lower Chehalis salmon 2023,Standard,2023,10,317,bank,9055.029619941633,2,2,1,43,2.965890930232558,month,43,43,1.302325581395349,1.9744534345976237,3053.0555010098165,estimated,partial,month
