fishery_name,study_design,year,month,catch_area_code,angler_final,catch_group,species_scope,is_total,est_cg,harvest_est,harvest_var,n_strata,harvest_se,harvest_cv,harvest_l95,harvest_u95,life_stage_levels,fin_mark_levels,fate_levels,total_effort_hrs,harvest_per_hr,pe_period
Skagit fall salmon 2025,Standard,2025,10,830,bank,Pink,Pink,FALSE,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,875.0871666666667,52225.77221552778,51,228.52958717752014,0.261150655480439,427.1691757987272,1323.005157534606,Adult|Jack|NA,AD|UM|UNK,Kept,33590.93647017564,0.02605128819327885,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,46,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,32051.174708365936,0,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|UM|UNK_Kept,4008.4635000000003,83310.01825758333,46,288.63474887404556,0.07200633082328067,3442.739392206871,4574.187607793129,Adult|Jack|NA,AD|UM|UNK,Kept,32051.174708365936,0.12506448005332294,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,46,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,32051.174708365936,0,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|UM|UNK_Kept,3897.2875,83418.59498558333,46,288.82277435407224,0.07410866515597636,3331.1948622660184,4463.380137733981,Adult|Jack|NA,AD|UM|UNK,Kept,32051.174708365936,0.12159577723629385,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,Pink,Pink,FALSE,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,111.176,345.27376,46,18.581543531149396,0.16713628419037738,74.75617467894719,147.59582532105281,Adult|Jack|NA,AD|UM|UNK,Kept,32051.174708365936,0.003468702817029076,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,1782.8166358018123,0,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|UM|UNK_Kept,468.77,4554.9616750000005,4,67.49045617715146,0.1439734969753855,336.4887058927831,601.0512941072168,Adult|Jack|NA,AD|UM|UNK,Kept,1782.8166358018123,0.26293786505372896,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|UM|UNK_Kept,51.812,1342.2416719999999,4,36.6366165468374,0.7071067811865476,-19.99576843180131,123.6197684318013,Adult|Jack|NA,AD|UM|UNK,Kept,1782.8166358018123,0.029061878243411065,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|UM|UNK_Kept,416.95799999999997,1870.478331,4,43.24902693703062,0.10372514003096385,332.1899072034199,501.72609279658,Adult|Jack|NA,AD|UM|UNK,Kept,1782.8166358018123,0.2338759868103179,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,Pink,Pink,FALSE,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,1782.8166358018123,0,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,13,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3791.7770381277005,0,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|UM|UNK_Kept,93.17333333333333,123.63886011111116,13,11.119301242034553,0.11933995322733135,71.37950289894562,114.96716376772105,Adult|Jack|NA,AD|UM|UNK,Kept,3791.7770381277005,0.024572471534175532,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,13,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3791.7770381277005,0,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|UM|UNK_Kept,93.17333333333333,123.63886011111116,13,11.119301242034553,0.11933995322733135,71.37950289894562,114.96716376772105,Adult|Jack|NA,AD|UM|UNK,Kept,3791.7770381277005,0.024572471534175532,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,Pink,Pink,FALSE,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,13,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3791.7770381277005,0,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3625.535538601982,0,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|UM|UNK_Kept,611.568,16570.071952000002,9,128.7247915205148,0.21048320304612864,359.267408619791,863.868591380209,Adult|Jack|NA,AD|UM|UNK,Kept,3625.535538601982,0.1686834933731811,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3625.535538601982,0,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|UM|UNK_Kept,611.568,16570.071952000002,9,128.7247915205148,0.21048320304612864,359.267408619791,863.868591380209,Adult|Jack|NA,AD|UM|UNK,Kept,3625.535538601982,0.1686834933731811,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,Pink,Pink,FALSE,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|UM|UNK,Kept,3625.535538601982,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,199.14468111919098,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,bank,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,199.14468111919098,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,199.14468111919098,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,boat,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,918.7502645502645,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,boat,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,918.7502645502645,0,week
Snohomish fall salmon 2022,Standard,2022,10,850,boat,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,918.7502645502645,0,week
Snohomish fall salmon 2022,Standard,2022,10,852,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,303.5954242187296,0,week
Snohomish fall salmon 2022,Standard,2022,10,852,bank,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,25.418,117.60000000000002,2,10.844353369380768,0.42664070223388023,4.163067396013695,46.672932603986304,Adult,AD|UM,Kept,303.5954242187296,0.083723264490598,week
Snohomish fall salmon 2022,Standard,2022,10,852,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,25.418,117.60000000000002,2,10.844353369380768,0.42664070223388023,4.163067396013695,46.672932603986304,Adult,AD|UM,Kept,303.5954242187296,0.083723264490598,week
Snohomish fall salmon 2022,Standard,2022,10,852,boat,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,388.417261904762,0,week
Snohomish fall salmon 2022,Standard,2022,10,852,boat,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,48.62100000000001,0,2,0,0,48.62100000000001,48.62100000000001,Adult,AD|UM,Kept,388.417261904762,0.12517723790535767,week
Snohomish fall salmon 2022,Standard,2022,10,852,boat,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,48.62100000000001,0,2,0,0,48.62100000000001,48.62100000000001,Adult,AD|UM,Kept,388.417261904762,0.12517723790535767,week
Snohomish fall salmon 2022,Standard,2022,11,850,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,450.0678649555607,0,week
Snohomish fall salmon 2022,Standard,2022,11,850,bank,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,450.0678649555607,0,week
Snohomish fall salmon 2022,Standard,2022,11,850,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,0,0,2,0,NA,0,0,Adult,AD|UM,Kept,450.0678649555607,0,week
Snohomish fall salmon 2022,Standard,2022,11,850,boat,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,874.9498677248678,0,week
Snohomish fall salmon 2022,Standard,2022,11,850,boat,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,874.9498677248678,0,week
Snohomish fall salmon 2022,Standard,2022,11,850,boat,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,0,0,1,0,NA,0,0,Adult,AD|UM,Kept,874.9498677248678,0,week
Snohomish fall salmon 2022,Standard,2022,11,852,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,3,0,NA,0,0,Adult,AD|UM,Kept,745.4736350770191,0,week
Snohomish fall salmon 2022,Standard,2022,11,852,bank,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,56,1881.6000000000004,3,43.37741347752307,0.7745966692414834,-29.01973041594522,141.01973041594522,Adult,AD|UM,Kept,745.4736350770191,0.07512002754358217,week
Snohomish fall salmon 2022,Standard,2022,11,852,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,56,1881.6000000000004,3,43.37741347752307,0.7745966692414834,-29.01973041594522,141.01973041594522,Adult,AD|UM,Kept,745.4736350770191,0.07512002754358217,week
Snohomish fall salmon 2022,Standard,2022,11,852,boat,Chum,Chum,FALSE,Chum_Adult_AD|UM_Kept,0,0,3,0,NA,0,0,Adult,AD|UM,Kept,2099.6174603174604,0,week
Snohomish fall salmon 2022,Standard,2022,11,852,boat,TotalSalmon,Chum+Coho,TRUE,Chum|Coho_Adult_AD|UM_Kept,214.07100000000003,739.4700000000001,3,27.193197678831375,0.12702887209772165,160.77233254949053,267.3696674505095,Adult,AD|UM,Kept,2099.6174603174604,0.10195714412073553,week
Snohomish fall salmon 2022,Standard,2022,11,852,boat,Coho,Coho,FALSE,Coho_Adult_AD|UM_Kept,214.07100000000003,739.4700000000001,3,27.193197678831375,0.12702887209772165,160.77233254949053,267.3696674505095,Adult,AD|UM,Kept,2099.6174603174604,0.10195714412073553,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,15,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,59623.391037426234,0,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,11248.849333333334,1038673.8412199444,15,1019.1534924730153,0.09060068832578211,9251.308488086224,13246.390178580443,Adult|NA,AD|NA|UM|UNK,Kept,59623.391037426234,0.18866503795921824,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,15,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,59623.391037426234,0,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,183.19150000000002,1649.81592325,15,40.61792613182017,0.2217238579946131,103.58036478163248,262.8026352183675,Adult|NA,AD|NA|UM|UNK,Kept,59623.391037426234,0.003072477039841776,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,11065.656333333332,1025244.8420289445,15,1012.5437482049575,0.09150327081411778,9081.070586851616,13050.242079815049,Adult|NA,AD|NA|UM|UNK,Kept,59623.391037426234,0.18559253576146487,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,15,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,53285.84822635136,0,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,18187.036333333333,905556.021313111,15,951.6070729629488,0.05232337229231991,16321.886470325953,20052.186196340714,Adult|NA,AD|NA|UM|UNK,Kept,53285.84822635136,0.3413108158863713,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,15,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,53285.84822635136,0,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,817.3143333333334,24014.01662977778,15,154.96456572319292,0.18960216333315202,513.5837845158753,1121.0448821507914,Adult|NA,AD|NA|UM|UNK,Kept,53285.84822635136,0.01533830014043294,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,17369.723,840643.8823655554,15,916.8663383315778,0.0527853172057826,15572.66497687011,19166.781023129894,Adult|NA,AD|NA|UM|UNK,Kept,53285.84822635136,0.32597253451264724,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,4325.248053142046,0,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,226.19699999999997,6696.146259999999,3,81.8299838689951,0.36176423148403875,65.81023161676958,386.58376838323034,Adult|NA,AD|NA|UM|UNK,Kept,4325.248053142046,0.052296884992684006,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,4325.248053142046,0,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,164.971,7833.152944000001,3,88.50510123151095,0.5364888448970483,-8.498998413761456,338.44099841376146,Adult|NA,AD|NA|UM|UNK,Kept,4325.248053142046,0.03814139627903144,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,61.226,47.57024399999999,3,6.897118528777071,0.11265015726614626,47.70764768359694,74.74435231640305,Adult|NA,AD|NA|UM|UNK,Kept,4325.248053142046,0.014155488713652574,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,731.1071354166668,0,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,17.584,56.57046,3,7.521333658334804,0.42773735545580094,2.842186029663784,32.32581397033621,Adult|NA,AD|NA|UM|UNK,Kept,731.1071354166668,0.024051194617295952,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,731.1071354166668,0,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,17.584,56.57046,3,7.521333658334804,0.42773735545580094,2.842186029663784,32.32581397033621,Adult|NA,AD|NA|UM|UNK,Kept,731.1071354166668,0.024051194617295952,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,731.1071354166668,0,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,17,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,28632.863063249377,0,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,2970.397,210525.8523545,17,458.83096272429134,0.15446789190949606,2071.088313060389,3869.705686939611,Adult|NA,AD|NA|UM|UNK,Kept,28632.863063249377,0.10374083071743322,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,17,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,28632.863063249377,0,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,689.472,15996.301816,17,126.47648720612065,0.18343962801407548,441.5780850760035,937.3659149239965,Adult|NA,AD|NA|UM|UNK,Kept,28632.863063249377,0.024079743561688932,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,2280.9255,235953.18645125002,17,485.7501275874768,0.21296185587274852,1328.8552499285452,3232.9957500714545,Adult|NA,AD|NA|UM|UNK,Kept,28632.863063249377,0.0796611046181964,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,19,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,26281.776143721847,0,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,2943.004,233172.65219599998,19,482.8795421179075,0.1640770933773476,1996.5600974489012,3889.4479025510987,Adult|NA,AD|NA|UM|UNK,Kept,26281.776143721847,0.11197888544161505,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,19,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,26281.776143721847,0,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,2415.998,205611.21634349998,19,453.44373007408535,0.18768381847753407,1527.2482890547926,3304.7477109452075,Adult|NA,AD|NA|UM|UNK,Kept,26281.776143721847,0.0919267399124062,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,527.0070000000001,29847.951673000003,19,172.76559748109577,0.32782410381853705,188.38642893705236,865.6275710629477,Adult|NA,AD|NA|UM|UNK,Kept,26281.776143721847,0.020052183578387672,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,3020.7049798615644,0,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,7.77,0,8,0,0,7.77,7.77,Adult|NA,AD|NA|UM|UNK,Kept,3020.7049798615644,0.002572247224340356,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,3020.7049798615644,0,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,7.77,0,8,0,0,7.77,7.77,Adult|NA,AD|NA|UM|UNK,Kept,3020.7049798615644,0.002572247224340356,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,3020.7049798615644,0,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,Chinook,Chinook,FALSE,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,0,7,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,2093.9591891891896,0,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,TotalSalmon,Chinook+Chum+Coho+Pink,TRUE,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,81.1055,106.70778375,7,10.32994597033305,0.1273643090830221,60.858805898147224,101.35219410185279,Adult|NA,AD|NA|UM|UNK,Kept,2093.9591891891896,0.038733085352730866,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,Chum,Chum,FALSE,Chum_Adult|NA_AD|NA|UM|UNK_Kept,3.8375,8.835843749999999,7,2.9725147182141924,0.7745966692414834,-1.9886288476998168,9.663628847699817,Adult|NA,AD|NA|UM|UNK,Kept,2093.9591891891896,0.0018326527182633077,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,Coho,Coho,FALSE,Coho_Adult|NA_AD|NA|UM|UNK_Kept,77.268,170.11287750000002,7,13.042732746629444,0.1687986326374365,51.704243816606294,102.83175618339371,Adult|NA,AD|NA|UM|UNK,Kept,2093.9591891891896,0.03690043263446756,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,Pink,Pink,FALSE,Pink_Adult|NA_AD|NA|UM|UNK_Kept,0,0,7,0,NA,0,0,Adult|NA,AD|NA|UM|UNK,Kept,2093.9591891891896,0,week
Snohomish fall salmon 2024,Standard,2024,9,850,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,3521.325242439571,0,week
Snohomish fall salmon 2024,Standard,2024,9,850,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,49.571,123.67545999999999,4,11.120946902130232,0.22434380791451114,27.773944071824744,71.36805592817525,Adult|Jack|NA,AD|NA|UM|UNK,Kept,3521.325242439571,0.014077370474775358,week
Snohomish fall salmon 2024,Standard,2024,9,850,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,3521.325242439571,0,week
Snohomish fall salmon 2024,Standard,2024,9,850,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,49.571,123.67545999999999,4,11.120946902130232,0.22434380791451114,27.773944071824744,71.36805592817525,Adult|Jack|NA,AD|NA|UM|UNK,Kept,3521.325242439571,0.014077370474775358,week
Snohomish fall salmon 2024,Standard,2024,9,850,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,11112.203792517006,0,week
Snohomish fall salmon 2024,Standard,2024,9,850,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,711.7125000000001,222.67760834999996,4,14.922386147999251,0.020966873769955215,682.4646231499215,740.9603768500787,Adult|Jack|NA,AD|NA|UM|UNK,Kept,11112.203792517006,0.06404782645178535,week
Snohomish fall salmon 2024,Standard,2024,9,850,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,11112.203792517006,0,week
Snohomish fall salmon 2024,Standard,2024,9,850,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,711.7125000000001,222.67760834999996,4,14.922386147999251,0.020966873769955215,682.4646231499215,740.9603768500787,Adult|Jack|NA,AD|NA|UM|UNK,Kept,11112.203792517006,0.06404782645178535,week
Snohomish fall salmon 2024,Standard,2024,10,850,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,18,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10349.32829544979,0,week
Snohomish fall salmon 2024,Standard,2024,10,850,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,290.726,6733.865919499999,18,82.06013599489096,0.2822593644699509,129.88813345001373,451.5638665499863,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10349.32829544979,0.02809129169550272,week
Snohomish fall salmon 2024,Standard,2024,10,850,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,18,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10349.32829544979,0,week
Snohomish fall salmon 2024,Standard,2024,10,850,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,290.726,6733.865919499999,18,82.06013599489096,0.2822593644699509,129.88813345001373,451.5638665499863,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10349.32829544979,0.02809129169550272,week
Snohomish fall salmon 2024,Standard,2024,10,850,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,18,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,13787.280259353742,0,week
